개최예정연도,개최시작예정일자,개최종료예정일자,개최주기,해외전시회명,전시장명,개최국가명,개최도시명,산업분야수,산업분야,참가기업수,협약수행기관수,참가국가수,참가업체수,참관인수,개별참가업체수,담당무역관
2026,2026-01-30,2026-02-01,매년,2026 독일 브레멘 클래식 자동차 전시회 [BREMEN CLASSIC MOTORSHOW],Messe Bremen,독일,브레멘,1,자동차,0,0,0,0,0,0,함부르크무역관
2026,2026-01-30,2026-02-01,매년,2026 독일 켐니츠 빌딩 전시회 [Baumesse Chemnitz],Messe Chemnitz,독일,켐니쯔,1,건축&기자재,0,0,0,0,0,0,함부르크무역관
2026,2026-01-30,2026-01-31,매년,2026 멕시코 몬테레이 친환경 에너지 전시회 [Expo Hidr&oacute;geno],Cintermex,멕시코,몬테레이,1,전력&에너지,0,0,0,0,0,0,멕시코시티무역관
2026,2026-01-29,2026-02-01,매년,2026 스위스 제네바 예술품 전시회 [Art Geneva],Palexpo-Geneve,스위스,제네바,2,"국가종합전시회, 문화콘텐츠&미디어",0,0,0,0,0,0,취리히무역관
2026,2026-01-29,2026-01-31,매년,2026 프랑스 파리 세계미용성형학회 전시회 [IMCAS],Palais des congres,프랑스,파리,2,"뷰티&미용용품, 의료&제약",0,0,0,0,0,0,파리무역관
2026,2026-01-28,2026-02-01,매년,2026 프랑스 파리 빈티지 자동차 전시회 [RETROMOBILE],Paris expo Porte de Versailles,프랑스,파리,2,"자동차, 기계&장비",0,0,0,0,0,0,파리무역관
2026,2026-01-28,2026-01-31,매년,2026 이탈리아 볼짜노 건물 에너지 효율 전시회 [KLIMAHOUSE],"볼짜노, Fiera di Bolzano",이탈리아,볼짜노,2,"건축&기자재, 환경&폐기물",0,0,0,0,0,0,밀라노무역관
2026,2026-01-28,2026-01-31,매년,2026 브라질 상파울루 치과학 전시회 [CIOSP],Expo Center Norte,브라질,상파울루,2,"의료&제약, 바이오",0,0,0,0,0,0,상파울루무역관
2026,2026-01-28,2026-01-30,격년,2026 일본 도쿄 해양산업기술 전시회 [OFFSHORE TECH],Tokyo Big Sight,일본,도쿄,2,"조선&플랜트, 전력&에너지",0,0,0,0,0,0,도쿄무역관
2026,2026-01-28,2026-01-30,매년,2026 일본 도쿄 표면 기술 요소 전시회 [SURTECH],Tokyo Big Sight,일본,도쿄,2,"기계&장비, 화학&나노",0,0,0,0,0,0,도쿄무역관
2026,2026-01-28,2026-01-30,매년,2026 일본 도쿄 지구환경과 에너지조화 전시회 [ENEX],Tokyo Big Sight,일본,도쿄,1,전력&에너지,0,0,0,0,0,0,도쿄무역관
2026,2026-01-28,2026-01-30,매년,2026 일본 도쿄 나노기술 전시회 [NANO TECH ],Tokyo Big Sight,일본,도쿄,2,"기계&장비, 화학&나노",0,0,0,0,0,0,도쿄무역관
2026,2026-01-28,2026-01-30,매년,2026 태국 방콕 화물 전시회,Bangkok International Trade &amp; Exhibition Center (BITEC),태국,방콕,1,물류&운송,0,0,0,0,0,0,방콕무역관
2026,2026-01-28,2026-01-30,매년,2026 태국 방콕 스마트 딜리버리 전시회,Bangkok International Trade &amp; Exhibition Center (BITEC),태국,방콕,1,물류&운송,0,0,0,0,0,0,방콕무역관
2026,2026-01-28,2026-01-30,매년,2026 태국 방콕 소매 전시회,Bangkok International Trade &amp; Exhibition Center (BITEC),태국,방콕,1,기타,0,0,0,0,0,0,방콕무역관
2026,2026-01-28,2026-01-30,매년,2026 일본 도쿄 물 정화 전시회 [Inter Aqua],Tokyo Big Sight,일본,도쿄,2,"환경&폐기물, 기계&장비",0,0,0,0,0,0,도쿄무역관
2026,2026-01-28,2026-01-30,매년,2026 일본 도쿄 신기능성 재료 전시회,Tokyo Big Sight,일본,도쿄,3,"환경&폐기물, 화학&나노, 유리&광학",0,0,0,0,0,0,도쿄무역관
2026,2026-01-28,2026-01-30,매년,2026 일본 도쿄 우주산업 전시회 [ISIEX],Tokyo Big Sight,일본,도쿄,1,항공&우주,0,0,0,0,0,0,도쿄무역관
2026,2026-01-28,2026-01-30,매년,2026 일본 도쿄 컨버팅 전시회 [CONVERTECH],Tokyo Big Sight,일본,도쿄,2,"기계&장비, 화학&나노",0,0,0,0,0,0,도쿄무역관
2026,2026-01-28,2026-01-29,매년,2026 일본 오사카 라멘 산업 전시회 [FOOD STYLE Kansai],INTEX OSAKA,일본,오사카,1,식품&음료,0,0,0,0,0,0,오사카무역관
2026,2026-01-28,2026-01-29,매년,2026 일본 오사카 외식 비즈니스 전시회,INTEX OSAKA,일본,오사카,1,식품&음료,0,0,0,0,0,0,오사카무역관
2026,2026-01-28,2026-01-29,매년,2026 프랑스 파리 사이버쇼 전시회 [Cyber Show],ESPACE CHAMPERRET,프랑스,파리,1,정보통신기술(IT)&S/W,0,0,0,0,0,0,파리무역관
2026,2026-01-28,2026-01-29,매년,2026 스위스 취리히 포장 전시회[EMPACK],Messe Z&amp;uuml;rich (Messe Zuerich),스위스,베른,1,기계&장비,0,0,0,0,0,0,취리히무역관
2026,2026-01-27,2026-02-01,매년,2026 독일 도르트문트 사냥 및 애견 전시회 [JAGD &amp;HUND],Messe Westfalenhallen Dortmund,독일,프리드리히샤펜,2,"건강&스포츠, 동물&애완용품",0,0,0,0,0,0,프랑크푸르트무역관
2026,2026-01-27,2026-02-01,매년,2026 독일 도르트문트 사냥 및 애견 전시회 [JAGD &amp; HUND],Messe Westfalenhallen Dortmund,독일,도르트문트,2,"금융&비즈니스서비스, 동물&애완용품",0,0,0,0,0,0,프랑크푸르트무역관
2026,2026-01-27,2026-01-29,매년,2026 프랑스 파리 수소 산업 전시회 [HyVolution],Paris expo Porte de Versailles,프랑스,파리,3,"전력&에너지, 환경&폐기물, 기계&장비",0,0,0,0,0,0,파리무역관
2026,2026-01-27,2026-01-29,매년,2026 미국 라스베가스 바닥재 전시회 [TISE],Mandalay Bay Convention Center,미국,라스베가스,2,"생활용품&가구, 기타",0,0,0,0,0,0,로스앤젤레스무역관
2026,2026-01-27,2026-01-29,매년,미국 마이애미 코스모프로프 뷰티 전시회,Miami Beach Convention Center,미국,마이애미,1,뷰티&미용용품,0,0,0,0,0,0,마이애미무역관
2026,2026-01-27,2026-01-29,매년,2026 폴란드 바르샤바 전자 상거래 전시회 [e-Trade Show],Ptak Warsaw Expo,폴란드,바르샤바,2,"금융&비즈니스서비스, 정보통신기술(IT)&S/W",0,0,0,0,0,0,바르샤바무역관
2026,2026-01-27,2026-01-29,매년,"2026 폴란드 바르샤바 광고, 인쇄물 전시회 [REMA DAYS WARSAW 2026]",Ptak Warsaw Expo,폴란드,바르샤바,2,"문화콘텐츠&미디어, 문구&선물",0,0,0,0,0,0,바르샤바무역관
2026,2026-01-27,2026-01-29,매년,2026 멕시코 푸에블라 물류&middot;운송 전시회 [expo Transporte y Log&iacute;stica],centro de convenciones puebla,멕시코,뿌에블라,1,물류&운송,0,0,0,0,0,0,멕시코시티무역관
2026,2026-01-27,2026-01-29,매년,2026 폴란드 바르샤바 창고 물류 전시회 [INTRALOGISTICA POLAND EXPO],Ptak Warsaw Expo,폴란드,바르샤바,2,"기계&장비, 물류&운송",0,0,0,0,0,0,바르샤바무역관
2026,2026-01-27,2026-01-28,매년,2026 인도 뭄바이 가정 및 개인 관리용품 전시회 [HPCI India],Jio World Centre (JWC),인도,뭄바이,2,"뷰티&미용용품, 화학&나노",0,0,0,0,0,0,뭄바이무역관
2026,2026-01-26,2026-01-30,매년,2026 아랍에미리트 두바이 식품 전시회 [GULFOOD],Dubai World Trade Centre,아랍에미리트,두바이,1,식품&음료,0,0,0,0,0,0,두바이무역관
2026,2026-01-25,2026-01-27,격년,2026 프랑스 툴루즈 식음료 외식산업 박람회 [SMAHRT Toulouse],MEETT,프랑스,툴루즈,3,"식품&음료, 레저&관광, 기타",0,0,0,0,0,0,파리무역관
2026,2026-01-23,2026-02-01,,2026 미국 워싱턴 자동차 산업 전시회 [Washington Auto Show],Walter E Washington Convention Center,미국,워싱턴,1,자동차,0,0,0,0,0,0,워싱톤무역관
2026,2026-01-23,2026-01-25,매년,2026 독일 프리드리히샤펜 모터사이클 전시회 [MOTORRADWELT BODENSEE],Messe Friedrichshafen,독일,프리드리히샤펜,2,"자동차, 건강&스포츠",0,0,0,0,0,0,프랑크푸르트무역관
2026,2026-01-23,2026-01-25,매년,2026 이탈리아 베로나 모터바이크 전시회 [MBE - Motor Bike Expo],"베로나, Fiera di Verona",이탈리아,베로나,2,"건강&스포츠, 레저&관광",0,0,0,0,0,0,밀라노무역관
2026,2026-01-23,2026-01-25,매년,2026 인도 코임바토르 가금류 전시회 [India Poultry Show],Codissia Trade Fair Complex,인도,첸나이,1,기계&장비,0,0,0,0,0,0,첸나이무역관
2026,2026-01-23,2026-01-25,매년,2026 독일 프리드리히샤펜 모터사이클 전시회 [MOTORRADWELT BODENSEE],Messe Friedrichshafen,독일,프리드리히샤펜,1,자동차,0,0,0,0,0,0,프랑크푸르트무역관
2026,2026-01-23,2026-01-25,,2026 홍콩 채식주의자 식품 전시회 [VFA 2026],홍콩전시컨벤션센터 HKCEC,홍콩,홍콩,2,"식품&음료, 농수산&임업",0,0,0,0,0,0,홍콩무역관
2026,2026-01-23,2026-01-24,매년,2026 폴란드 바르샤바 과수산업 전시회 [TSW],Targi Kielce,폴란드,키엘체,2,"식품&음료, 농수산&임업",0,0,0,0,0,0,바르샤바무역관
2026,2026-01-22,2026-01-25,매년,2026 캐나다 캘거리 RV 전시회,Stampede Park BMO Centre,캐나다,캘거리,1,레저&관광,0,0,0,0,0,0,밴쿠버무역관
2026,2026-01-22,2026-01-25,매년,2026 이탈리아 밀라노 가정용품 전시회 [HOMI],FIERA MILANO RHO,이탈리아,밀라노,2,"생활용품&가구, 문구&선물",0,0,0,0,0,0,밀라노무역관
2026,2026-01-22,2026-01-25,매년,2026 캐나다 토론토 인테리어 디자인 전시회 [IDS],Metro Toronto Convention Center,캐나다,토론토,3,"건축&기자재, 생활용품&가구, 기타",0,0,0,0,0,0,토론토무역관
2026,2026-01-22,2026-01-25,매년,2026 캐나다 토론토 인테리어 디자인 전시회 [IDS],Metro Toronto Convention Center,캐나다,토론토,2,"건축&기자재, 기타",0,0,0,0,0,0,토론토무역관
2026,2026-01-22,2026-01-25,매년,2026 프랑스 파리 웰빙 스파 전시회 [LES THERMALIES],Paris Expo Carrousel du Louvre,프랑스,파리,2,"건강&스포츠, 의료&제약",0,0,0,0,0,0,파리무역관
2026,2026-01-22,2026-01-25,매년,"2026 스위스 베른 휴가, 건강 전시회 [FERIEN.]",BERNEXPO,스위스,베른,2,"건강&스포츠, 레저&관광",0,0,0,0,0,0,취리히무역관
2026,2026-01-22,2026-01-24,매년,2026 인도 첸나이 수처리 전시회 [SRW India  Water Expo],Chennai Trade Centre,인도,첸나이,1,기계&장비,0,0,0,0,0,0,첸나이무역관
2026,2026-01-22,2026-01-24,매년,2026 미국 콜로라도 치의학 전시회 [RMDC],Colorado Convention Center,미국,덴버,2,"건강&스포츠, 의료&제약",0,0,0,0,0,0,로스앤젤레스무역관
2026,2026-01-22,2026-01-24,매년,2026 미국 롱비치 스포츠 의류 전시회 [ISS],Long Beach Convention Center,미국,롱비치,1,패션&섬유,0,0,0,0,0,0,로스앤젤레스무역관
2026,2026-01-22,2026-01-24,매년,2026 멕시코시티홈데코 가구 전시회 [ExpoDecoraci&oacute;n],World Trade Center,멕시코,멕시코시티,1,생활용품&가구,0,0,0,0,0,0,멕시코시티무역관
2026,2026-01-21,2026-01-25,매년,2026 스페인 마드리드 관광 전시회 [FITUR],IFEMA Feria de Madrid,스페인,마드리드,2,"문화콘텐츠&미디어, 레저&관광",0,0,0,0,0,0,마드리드무역관
2026,2026-01-21,2026-01-25,매년,2026 미국 뉴욕 보트 전시회 [New York Boat Show],Jacob K. Javits Convention Center,미국,뉴욕,3,"조선&플랜트, 건강&스포츠, 레저&관광",0,0,0,0,0,0,뉴욕무역관
2026,2026-01-21,2026-01-24,매년,2026 미국 라스베가스 전문 사진작가 컨퍼런스 및 전시회 [SPAC],South Point Casino Hotel &amp; Spa,미국,라스베가스,1,문화콘텐츠&미디어,0,0,0,0,0,0,로스앤젤레스무역관
2026,2026-01-21,2026-01-23,매년,2026 일본 도쿄 오토모티브월드 전시회 [Automotive World],Tokyo Big Sight,일본,도쿄,1,자동차,0,0,0,0,0,0,도쿄무역관
2026,2026-01-21,2026-01-23,매년,2026 영국 런던 교육장비 전시회 [BETT],"ExCel, London",영국,,2,"금융&비즈니스서비스, 유아·아동&교육&임산부",0,0,0,0,0,0,런던무역관
2026,2026-01-21,2026-01-23,매년,2026 일본 도쿄 라이브 엔터테인먼트 전시회 [LIVeNT],Chiba Makuhari Messe(마쿠하리 멧세),일본,도쿄,1,문화콘텐츠&미디어,0,0,0,0,0,0,도쿄무역관
2026,2026-01-21,2026-01-23,매년,2026 일본 도쿄 웨어러블 기술 전시회,Tokyo Big Sight,일본,도쿄,2,"정보통신기술(IT)&S/W, 전기전자&반도체",0,0,0,0,0,0,도쿄무역관
2026,2026-01-21,2026-01-23,매년,2026 일본 도쿄 스마트 공장 전시회 [SFE],Tokyo Big Sight,일본,도쿄,2,"기계&장비, 물류&운송",0,0,0,0,0,0,도쿄무역관
2026,2026-01-21,2026-01-23,매년,2026 일본 도쿄 로봇 개발 및 활용 전시회 [ROBODEX],Tokyo Big Sight,일본,도쿄,3,"정보통신기술(IT)&S/W, 전기전자&반도체, 기계&장비",0,0,0,0,0,0,도쿄무역관
2026,2026-01-21,2026-01-23,연2회,2026 일본 도쿄 스마트물류 전시회 [SLE],Tokyo Big Sight,일본,도쿄,2,"정보통신기술(IT)&S/W, 기계&장비",0,0,0,0,0,0,도쿄무역관
2026,2026-01-21,2026-01-23,매년,2026 미국 라스베가스 스포츠 라이센싱 및 테일 게이트 전시회 [SLATS],Las Vegas Convention Center,미국,라스베가스,2,"문화콘텐츠&미디어, 건강&스포츠",0,0,0,0,0,0,로스앤젤레스무역관
2026,2026-01-21,2026-01-23,매년,2026 캐나다 아보츠포드 태평양 농업 전시회,Tradex Exhibition Centre(Abbotsford Airport),캐나다,아보츠포드,3,"식품&음료, 농수산&임업, 기계&장비",0,0,0,0,0,0,밴쿠버무역관
2026,2026-01-21,2026-01-23,매년,2026 이탈리아 밀라노 판촉용품 전시회 [PTE],FIERA MILANO RHO,이탈리아,밀라노,2,"금융&비즈니스서비스, 문구&선물",0,0,0,0,0,0,밀라노무역관
2026,2026-01-21,2026-01-22,,2026 이탈리아 피렌체 아동복 전시회 [Pitti Immagine Bimbo],"피렌체, Fortezza da Basso",이탈리아,피렌체,1,패션&섬유,0,0,0,0,0,0,밀라노무역관
2026,2026-01-21,2026-01-22,매년,2026 핀란드 헬싱키 의료산업 전시회 [Doctor],Messukeskus Helsinki,핀란드,헬싱키,1,의료&제약,0,0,0,0,0,0,헬싱키무역관
2026,2026-01-21,2026-01-22,매년,2026 일본 도쿄 야키니쿠 비즈니스 전시회,Tokyo Sunshine City Culture Center,일본,도쿄,1,식품&음료,0,0,0,0,0,0,도쿄무역관
2026,2026-01-21,2026-01-22,매년,2026 프랑스 파리 의약품 포장 전시회 [Pharmapack],Paris expo Porte de Versailles,프랑스,파리,2,"의료&제약, 바이오",0,0,0,0,0,0,파리무역관
2026,2026-01-20,2026-01-24,매년,2026 미국 아나하임 악기 및 음악용품 무역 전시회 [The NAMM Show],Anaheim Convention Center,미국,아나하임,1,문화콘텐츠&미디어,0,0,0,0,0,0,로스앤젤레스무역관
2026,2026-01-20,2026-01-23,매년,"2026 미국 라스베가스 사격, 사냥, 아웃도어 교류 전시회 [SHOT show]",The Venetian-Sands Expo Convention Center,미국,라스베가스,1,기타,0,0,0,0,0,0,로스앤젤레스무역관
2026,2026-01-20,2026-01-23,매년,2026 독일 쾰른 가구 인테리어 전시회[imm cologne],Koeln Messe,독일,쾰른,1,생활용품&가구,0,0,0,0,0,0,프랑크푸르트무역관
2026,2026-01-20,2026-01-22,매년,2026 미국 라스베가스 콘크리트 전시회 [WOC],Las Vegas Convention Center,미국,라스베가스,1,건축&기자재,0,0,0,0,0,0,로스앤젤레스무역관
2026,2026-01-20,2026-01-22,연2회,2026 이탈리아 밀라노 춘계/추계 우니카 섬유 전시회 [MILANO UNICA],"밀라노, Fiera Milano",이탈리아,밀라노,1,패션&섬유,0,0,0,0,0,0,밀라노무역관
2026,2026-01-20,2026-01-22,매년,2026 스웨덴 스톡홀름 인테리어 전시회 [2026 FORMEX],Stockholm International Fairs,스웨덴,스톡홀름,4,"패션&섬유, 쥬얼리, 문구&선물, 기타",0,0,0,0,0,0,스톡홀름무역관
2026,2026-01-20,2026-01-22,매년,2026 미국 샌프란시스코 광학 전시회,MOSCONE CENTER,미국,샌프란시스코,4,"전기전자&반도체, 기계&장비, 유리&광학, 기타",0,0,0,0,0,0,실리콘밸리무역관
2026,2026-01-20,2026-01-22,매년,2026 폴란드 바르샤봐 산업 유지보수 전시회 [MAINTENANCE Poland],Ptak Warsaw Expo,폴란드,바르샤바,2,"정보통신기술(IT)&S/W, 기계&장비",0,0,0,0,0,0,바르샤바무역관
2026,2026-01-20,2026-01-22,매년,"2026 폴란드 바르샤바 금속 가공 기술, 기계, 공구 전시회 [WARSAW METALTECH]",Ptak Warsaw Expo,폴란드,바르샤바,1,기계&장비,0,0,0,0,0,0,바르샤바무역관
2026,2026-01-20,2026-01-22,매년,"2026 폴란드 바르샤바 드라이브, 제어 전시회 [Control &amp; Drives Poland]",Ptak Warsaw Expo,폴란드,바르샤바,1,기계&장비,0,0,0,0,0,0,바르샤바무역관
2026,2026-01-20,2026-01-22,매년,2026 미국 뉴욕 하계 텍스월드 전시회,Jacob K. Javits Convention Center,미국,뉴욕,1,패션&섬유,0,0,0,0,0,0,뉴욕무역관
2026,2026-01-20,2026-01-21,매년,2026 체코 브르노 교육 전시회 [GAUDEAMUS],Prague Letnany Exhibition Centre (PVA),체코,프라하,1,유아·아동&교육&임산부,0,0,0,0,0,0,프라하무역관
2026,2026-01-19,2026-01-22,매년,2026 독일 하노버 바닥재 전시회 [DOMOTEX],Hannover Messegelaende,독일,하노버,2,"건축&기자재, 생활용품&가구",0,0,0,0,0,0,함부르크무역관
2026,2026-01-19,2026-01-22,매년,2026 체코 오스트라바 에너지 전시회 [INFOTHERMA],Vystaviste Cerna Louka Ostrava,체코,오스트라바,1,전력&에너지,0,0,0,0,0,0,프라하무역관
2026,2026-01-19,2026-01-22,격년,2026 체코 오스트라바 국제 에너지 전시회 [INFOTHERMA],Vystaviste Cerna Louka Ostrava,체코,오스트라바,1,전력&에너지,0,0,0,0,0,0,프라하무역관
2026,2026-01-19,2026-01-22,매년,2026 아랍에미리트 아부다비 방위 전시회,Abu Dhabi National Exhibitions Center (ADNEC),아랍에미리트,아부다비,3,"항공&우주, 방위산업, 물류&운송",0,0,0,0,0,0,두바이무역관
2026,2026-01-19,2026-01-21,매년,2026 스페인 바르셀로나 세계 게임 전시회 [ICE],Fira de Bacelona (Gran Via),스페인,바르셀로나,3,"문화콘텐츠&미디어, 정보통신기술(IT)&S/W, 레저&관광",0,0,0,0,0,0,마드리드무역관
2026,2026-01-19,2026-01-21,매년,2026 아랍에미리트 두바이 치과기자재 전시회 [AEEDC],Dubai World Trade Centre,아랍에미리트,두바이,1,의료&제약,0,0,0,0,0,0,두바이무역관
2026,2026-01-18,2026-01-21,격년,2026 프랑스 파리 국제 제과 제빵 전시회 [SIRHA Bake &amp; Snack Paris],Paris Porte de Versaille,프랑스,파리,1,식품&음료,0,0,0,0,0,0,파리무역관
2026,2026-01-18,2026-01-20,매년,2026 아랍에미리트 두바이 커피 전시회 [WOC],Dubai World Trade Centre,아랍에미리트,두바이,1,식품&음료,0,0,0,0,0,0,두바이무역관
2026,2026-01-17,2026-01-25,매년,2026 독일 뒤셀도르프 보트 전시회 [boot - Dusseldorf],뒤셀도르프 상설 전시장 Messe Duesseldorf,독일,뒤셀도르프,3,"조선&플랜트, 건강&스포츠, 기타",0,0,0,0,0,0,프랑크푸르트무역관
2026,2026-01-17,2026-01-25,매년,"2026 독일 슈투트가르트 관광, 레져 전시회 [CMT]",Messe Stuttgart,독일,슈투트가르트,2,"건강&스포츠, 레저&관광",0,0,0,0,0,0,프랑크푸르트무역관
2026,2026-01-17,2026-01-25,매년,2026 캐나다 토론토 보트 전시회,Enercare Centre,캐나다,토론토,2,"건강&스포츠, 기타",0,0,0,0,0,0,토론토무역관
2026,2026-01-17,2026-01-22,매년,2026 미국 샌프란시스코 광학 전시회 [SPIE],The Moscone Center,미국,샌프란시스코,3,"전기전자&반도체, 기계&장비, 유리&광학",0,0,0,0,0,0,로스앤젤레스무역관
2026,2026-01-17,2026-01-19,연2회,2026 프랑스 파리 후즈 넥스트 패션 전시회  [Who&#39;s Next],Paris expo Porte de Versailles,프랑스,파리,4,"패션&섬유, 쥬얼리, 뷰티&미용용품, 기타",0,0,0,0,0,0,파리무역관
2026,2026-01-17,2026-01-19,,2026 프랑스 파리 보석.시계 전시회  [BIJORHCA PARIS ],Paris Porte de Versaille,프랑스,파리,2,"쥬얼리, 금속&광물",0,0,0,0,0,0,파리무역관
2026,2026-01-17,2026-01-19,매년,2026 프랑스 파리 란제리 전시회 [SIL],Paris expo Porte de Versailles,프랑스,파리,2,"패션&섬유, 기타",0,0,0,0,0,0,파리무역관
2026,2026-01-17,2026-01-18,매년,2026 캐나다 토론토 프랜차이즈 액스포,Metro Toronto Convention Centre,캐나다,토론토,2,"식품&음료, 금융&비즈니스서비스",0,0,0,0,0,0,토론토무역관
2026,2026-01-17,2026-01-18,매년,2026 미국 워싱턴 여행 전시회 [Travel Show],Washington Convention Center,미국,워싱턴,1,레저&관광,0,0,0,0,0,0,워싱톤무역관
2026,2026-01-17,2026-01-18,기타,2026 스위스 베른 결혼 전시회,BERNEXPO,스위스,베른,3,"패션&섬유, 쥬얼리, 뷰티&미용용품",0,0,0,0,0,0,취리히무역관
2026,2026-01-17,2026-01-18,기타,2026 스위스 루체른 결혼 전시회 [Hochzeitsmesse Lucerne],Messe Luzern,스위스,루체른,2,"패션&섬유, 쥬얼리",0,0,0,0,0,0,취리히무역관
2026,2026-01-16,2026-01-25,매년,"2026 독일 베를린 식품산업 및 농업, 원예 전시회 [Gr&uuml;ne Woche]",Berlin ExpoCenter City,독일,베를린,2,"식품&음료, 농수산&임업",0,0,0,0,0,0,함부르크무역관
2026,2026-01-16,2026-01-20,매년,2026 이탈리아 리미니 빙과 및 제과 전시회 [SIGEP],"리미니, Fiera di Rimini",이탈리아,리미니,1,식품&음료,0,0,0,0,0,0,밀라노무역관
2026,2026-01-16,2026-01-19,,2026 홍콩 교육 및 직업 전시회,홍콩전시컨벤션센터 HKCEC,홍콩,홍콩,2,"유아·아동&교육&임산부, 기타",0,0,0,0,0,0,홍콩무역관
2026,2026-01-16,2026-01-18,매년,2026 독일 브레멘 건축 전시회 [hanseBAU + Bremer Altbautage],Messe Bremen,독일,브레멘,1,건축&기자재,0,0,0,0,0,0,함부르크무역관
2026,2026-01-16,2026-01-18,매년,2026 일본 요코하마 낚시 전시회 [JAFF],Pacifico Yokohama,일본,요코하마,1,레저&관광,0,0,0,0,0,0,도쿄무역관
2026,2026-01-15,2026-01-19,,2026 프랑스 파리 가구 및 인테리어 소품 전시회 [MAISON &amp; OBJET],Paris Nord Villepinte,프랑스,파리,4,"문화콘텐츠&미디어, 패션&섬유, 생활용품&가구, 기타",0,0,0,0,0,0,파리무역관
2026,2026-01-15,2026-01-18,매년,2026 핀란드 헬싱키 여행 전시회 [Matka],Messukeskus Helsinki,핀란드,헬싱키,1,레저&관광,0,0,0,0,0,0,헬싱키무역관
2026,2026-01-15,2026-01-16,매년,"2026 폴란드 키엘체 지붕 수리공, 양철공, 목수를 위한 의회 및 전시회 [DACH FORUM ]",Targi Kielce,폴란드,키엘체,2,"건축&기자재, 기타",0,0,0,0,0,0,바르샤바무역관
2026,2026-01-14,2026-01-17,연3회,2026 일본 도쿄 보석 전시회 [IJT],Tokyo Big Sight,일본,도쿄,1,쥬얼리,0,0,0,0,0,0,도쿄무역관
2026,2026-01-14,2026-01-16,매년,2026 일본 도쿄 코스메 위크 전시회 [COSME],Tokyo Big Sight,일본,도쿄,1,뷰티&미용용품,0,0,0,0,0,0,도쿄무역관
2026,2026-01-14,2026-01-16,매년,2026 일본 도쿄 프랜차이즈 전시회 [FRAX TOKYO],Tokyo Big Sight,일본,도쿄,1,금융&비즈니스서비스,0,0,0,0,0,0,도쿄무역관
2026,2026-01-14,2026-01-15,매년,2026 독일 도르트문트 경험 마케팅 전시회[BOE INTERNATIONAL],Messe Westfalenhallen Dortmund,독일,도르트문트,3,"문화콘텐츠&미디어, 금융&비즈니스서비스, 기타",0,0,0,0,0,0,프랑크푸르트무역관
2026,2026-01-14,2026-01-15,매년,2026 벨기에 겐트 태양열 에너지 전시회 [INTERSOLUTION],Flanders Expo,벨기에,겐트,5,"건축&기자재, 전기전자&반도체, 전력&에너지, 환경&폐기물, 기계&장비",0,0,0,0,0,0,브뤼셀무역관
2026,2026-01-14,2026-01-15,매년,2026 이탈리아 볼로냐 PL 상품 전시회 [MARCA],Bologna Fiera,이탈리아,볼로냐,1,기타,0,0,0,0,0,0,밀라노무역관
2026,2026-01-13,2026-01-16,매년,2026 독일 프랑크푸르트 가정용 섬유 전시회 [Heimtextil],Messe Frankfurt,독일,프랑크푸르트,1,패션&섬유,0,0,0,0,0,0,프랑크푸르트무역관
2026,2026-01-13,2026-01-16,격년,2026 독일 프랑크푸르트 광학기술 전시회 [Optatec],Messe Frankfurt,독일,프랑크푸르트,1,유리&광학,0,0,0,0,0,0,프랑크푸르트무역관
2026,2026-01-13,2026-01-15,연2회,2026 스페인 바르셀로나 춘계 의류 전시회 [Barcelona Textile Expo],Fira de Barcelona (Montjuic),스페인,바르셀로나,1,패션&섬유,0,0,0,0,0,0,마드리드무역관
2026,2026-01-13,2026-01-15,매년,2026 스페인 마드리드 인쇄 전시회 [C!Print],IFEMA,스페인,마드리드,3,"전기전자&반도체, 기계&장비, 기타",0,0,0,0,0,0,마드리드무역관
2026,2026-01-13,2026-01-15,매년,2026 아랍에미리트 아부다비 미래신재생 에너지전시회 [WFES],Abu Dhabi National Exhibitions Center (ADNEC),아랍에미리트,아부다비,1,전력&에너지,0,0,0,0,0,0,두바이무역관
2026,2026-01-13,2026-01-14,매년,2026 프랑스 파리 박물관 용품 전시회 ,Paris expo Porte de Versailles,프랑스,파리,3,"문화콘텐츠&미디어, 문구&선물, 기타",0,0,0,0,0,0,파리무역관
2026,2026-01-13,2026-01-14,매년,2026 프랑스 파리 화장품 원료 및 제형 기술 전시회 [COSMET&#39;AGORA],ESPACE CHAMPERRET,프랑스,파리,4,"뷰티&미용용품, 바이오, 화학&나노, 기타",0,0,0,0,0,0,파리무역관
2026,2026-01-12,2026-01-15,매년,2026 미국 라스베가스 판촉용품 전시회 [PPAI],Mandalay Bay Convention Center,미국,라스베가스,4,"국가종합전시회, 식품&음료, 생활용품&가구, 문구&선물",0,0,0,0,0,0,로스앤젤레스무역관
2026,2026-01-12,2026-01-15,,2026 홍콩 완구 및 게임 전시회,홍콩전시컨벤션센터 HKCEC,홍콩,홍콩,2,"문구&선물, 유아·아동&교육&임산부",0,0,0,0,0,0,홍콩무역관
2026,2026-01-12,2026-01-15,매년,2026 홍콩 국제 문구 및 학용품 전시회,홍콩전시컨벤션센터 HKCEC,홍콩,홍콩,1,문구&선물,0,0,0,0,0,0,홍콩무역관
2026,2026-01-12,2026-01-15,매년,2026 아랍에미리트 샤자 철강 구조물 전시회 [Steel FAB],Expo Centre Sharjah,아랍에미리트,샤자,2,"기계&장비, 금속&광물",0,0,0,0,0,0,두바이무역관
